root_V left_tip_V right_tip_V middle_V root_AMPA_open middle_AMPA_Open smooth_AMPA_Open t
-0.06 -0.06 -0.06 -0.06 0.0 0.0 0.0 0.0
-0.0600024365711011 -0.06000246323488849 -0.060002533843926106 -0.060002706553363164 0.0 0.0 0.0 0.0002
-0.06000489853794528 -0.0600049388644672 -0.0600050701021323 -0.06000532759379778 0.0 0.0 0.0 0.0004
-0.06000737357766123 -0.06000742135830543 -0.06000758583831045 -0.060007888235750574 0.0 0.0 0.0 0.0006000000000000001
-0.060009853006728064 -0.06000990481370178 -0.06001008723320052 -0.06001041360945693 0.0 0.0 0.0 0.0008
-0.06001233201720788 -0.06001238595921047 -0.06001257793582878 -0.06001291697105903 0.0 0.0 0.0 0.001
-0.06001480797382624 -0.06001486301630652 -0.06001505997403317 -0.06001540550746225 0.0 0.0 0.0 0.0012000000000000001
-0.06001727944353758 -0.06001733502196997 -0.060017534464938495 -0.06001788313904699 0.0 0.0 0.0 0.0014
-0.06001974565144202 -0.06001980145803064 -0.06002000202545956 -0.06002035201024426 0.0 0.0 0.0 0.0016
-0.0600222061819144 -0.06002226204893672 -0.06002246299920683 -0.06002281329759958 0.0 0.0 0.0 0.0018000000000000002
-0.06002466081530957 -0.060024716651447235 -0.060024917580646805 -0.060025267649845004 0.0 0.0 0.0 0.002
-0.06002710943886058 -0.06002716519446752 -0.06002736588287483 -0.0600277154278323 0.0 0.0 0.0 0.0022
-0.06002955199807651 -0.060029607646234995 -0.060029807974586624 -0.0600301568353838 0.0 0.0 0.0 0.0024000000000000002
-0.060031988470233374 -0.06003204399642159 -0.060032243900244 -0.06003259199065851 0.0 0.0 0.0 0.0026000000000000003
-0.0600344188499157 -0.06003447424637239 -0.06003467369107371 -0.06003502096507612 0.0 0.0 0.0 0.0028
-0.060036843141130905 -0.06003689840378167 -0.060037097371066384 -0.0600374438045465 0.0 0.0 0.0 0.003
-0.06003927731355549 -0.06004004381739422 -0.06015408908329589 -0.06005961685362546 0.0 0.0 0.0 0.0032
-0.06004886646781839 -0.060058610143829114 -0.06009683596877887 -0.060125214018451056 0.0 0.0 0.0 0.0034000000000000002
-0.06006382699712575 -0.06006828485549098 -0.0600866228567559 -0.06010855177756862 0.0 0.0 0.0 0.0036000000000000003
-0.060072079872439704 -0.060074347402232824 -0.0600841377112736 -0.06009700937459126 0.0 0.0 0.0 0.0038
-0.06007745930584481 -0.060078693584520816 -0.060084080262623976 -0.060091351205362686 0.0 0.0 0.0 0.004
-0.06008141544112165 -0.06008210891464607 -0.06008512746723303 -0.06008925607928987 0.0 0.0 0.0 0.004200000000000001
